<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GAZP;D;03/06/16;00:00:00;144.3800000;145.4300000;142.7000000;143.4100000;33540340
GAZP;D;06/06/16;00:00:00;144.3200000;147.0000000;144.2300000;146.4000000;21129730
GAZP;D;07/06/16;00:00:00;146.4400000;148.9000000;146.0000000;147.7500000;25121740
GAZP;D;08/06/16;00:00:00;148.0400000;149.1400000;145.4300000;146.9500000;29347800
GAZP;D;09/06/16;00:00:00;147.0000000;147.0000000;144.2500000;144.9800000;18916640
GAZP;D;10/06/16;00:00:00;144.7000000;144.7500000;142.4400000;142.4400000;22260060
GAZP;D;14/06/16;00:00:00;142.3300000;143.1300000;140.3800000;141.8400000;24059790
GAZP;D;15/06/16;00:00:00;141.9000000;142.6000000;140.1900000;141.5700000;31099710
GAZP;D;16/06/16;00:00:00;141.0000000;141.5500000;138.4000000;139.5000000;30689040
GAZP;D;17/06/16;00:00:00;140.2800000;142.2500000;139.3200000;139.3200000;32458200
GAZP;D;20/06/16;00:00:00;141.1400000;143.6400000;141.0700000;142.9700000;20501210
GAZP;D;21/06/16;00:00:00;142.9800000;143.8500000;141.2000000;143.5400000;22015820
GAZP;D;22/06/16;00:00:00;143.7000000;144.2000000;142.6900000;143.0000000;19369860
GAZP;D;23/06/16;00:00:00;142.9800000;144.2000000;141.3400000;144.2000000;19909870
GAZP;D;24/06/16;00:00:00;139.7700000;141.2900000;136.8700000;141.2500000;46576010
GAZP;D;27/06/16;00:00:00;141.0300000;141.7400000;138.5200000;138.5200000;23912340
GAZP;D;28/06/16;00:00:00;139.2000000;140.1200000;138.5500000;139.2400000;22642450
GAZP;D;29/06/16;00:00:00;139.6100000;140.8300000;139.2000000;140.0000000;17100220
GAZP;D;30/06/16;00:00:00;140.0700000;141.8900000;139.4300000;139.5100000;24643720
GAZP;D;01/07/16;00:00:00;139.8500000;140.7900000;138.9200000;140.0500000;15582390
GAZP;D;04/07/16;00:00:00;140.6000000;142.3500000;140.0900000;141.6000000;19154250
GAZP;D;05/07/16;00:00:00;141.7100000;141.8000000;139.9000000;140.9500000;16689420
GAZP;D;06/07/16;00:00:00;140.8000000;141.1500000;139.2000000;139.9900000;19052760
GAZP;D;07/07/16;00:00:00;140.3300000;141.8500000;139.7500000;140.3700000;23302010
GAZP;D;08/07/16;00:00:00;139.6000000;140.9000000;138.8400000;140.2700000;21892930
GAZP;D;11/07/16;00:00:00;140.7000000;141.5000000;140.3300000;141.4000000;16490540
GAZP;D;12/07/16;00:00:00;141.6000000;142.9000000;141.3800000;142.1200000;30373400
GAZP;D;13/07/16;00:00:00;142.0200000;144.1400000;141.8000000;143.6000000;27966340
GAZP;D;14/07/16;00:00:00;143.5300000;144.2400000;142.5200000;144.2000000;24766000
GAZP;D;15/07/16;00:00:00;143.9500000;147.3700000;143.7000000;147.3700000;39480210
GAZP;D;18/07/16;00:00:00;147.4000000;148.2500000;145.1200000;145.8400000;32902840
GAZP;D;19/07/16;00:00:00;139.1700000;140.0000000;138.1800000;139.4800000;39024330
GAZP;D;20/07/16;00:00:00;139.4800000;139.9500000;137.8200000;139.2600000;23900620
GAZP;D;21/07/16;00:00:00;140.0300000;140.9500000;139.1100000;140.1000000;17360920
GAZP;D;22/07/16;00:00:00;139.8800000;141.3000000;139.7000000;140.6000000;14577700
GAZP;D;25/07/16;00:00:00;140.6000000;141.9800000;139.9000000;140.7000000;17760680
GAZP;D;26/07/16;00:00:00;140.9000000;141.1100000;139.5300000;140.6900000;17780480
GAZP;D;27/07/16;00:00:00;140.4100000;140.8500000;138.3500000;139.5000000;25863340
GAZP;D;28/07/16;00:00:00;139.1500000;140.4600000;138.6100000;139.9000000;24825740
GAZP;D;29/07/16;00:00:00;139.5200000;139.6400000;136.5400000;137.3000000;35653250
GAZP;D;01/08/16;00:00:00;137.7100000;138.6900000;136.6500000;136.9300000;20353420
GAZP;D;02/08/16;00:00:00;137.0000000;137.1000000;134.2000000;134.5000000;26028980
GAZP;D;03/08/16;00:00:00;134.4400000;134.9000000;133.2000000;134.0400000;25405270
GAZP;D;04/08/16;00:00:00;134.8900000;136.7000000;134.8900000;136.7000000;25720000
GAZP;D;05/08/16;00:00:00;136.5500000;137.3300000;134.6500000;135.5000000;23375480
GAZP;D;08/08/16;00:00:00;136.0100000;137.5000000;135.7200000;137.4700000;22195680
GAZP;D;09/08/16;00:00:00;137.1200000;138.3900000;136.9300000;137.3400000;22323270
GAZP;D;10/08/16;00:00:00;137.3600000;138.6500000;137.0000000;137.4000000;21427440
GAZP;D;11/08/16;00:00:00;137.1000000;137.4900000;136.0500000;137.1900000;23156400
GAZP;D;12/08/16;00:00:00;137.4000000;138.4000000;137.0300000;137.8300000;20663170
GAZP;D;15/08/16;00:00:00;138.0300000;138.7000000;137.3700000;138.0000000;20760340
GAZP;D;16/08/16;00:00:00;138.0000000;139.3700000;137.1800000;137.9900000;28995860
GAZP;D;17/08/16;00:00:00;137.8000000;137.8000000;136.2600000;137.6800000;18189220
GAZP;D;18/08/16;00:00:00;137.5000000;138.4900000;137.3300000;138.4000000;19260560
GAZP;D;19/08/16;00:00:00;138.5000000;138.7800000;136.8000000;136.8000000;15215430
GAZP;D;22/08/16;00:00:00;136.7700000;137.8100000;136.0400000;137.8000000;13031190
GAZP;D;23/08/16;00:00:00;137.3200000;137.9000000;136.7600000;137.3700000;14092730
GAZP;D;24/08/16;00:00:00;137.2600000;137.4300000;136.2600000;137.0000000;13516700
GAZP;D;25/08/16;00:00:00;136.5100000;136.7400000;134.5000000;135.4200000;21004850
GAZP;D;26/08/16;00:00:00;135.3000000;136.4000000;134.3200000;136.2000000;20884980
GAZP;D;29/08/16;00:00:00;135.4300000;136.2000000;134.5000000;136.2000000;10441440
GAZP;D;30/08/16;00:00:00;136.2000000;136.8400000;135.5000000;135.5900000;16257610
GAZP;D;31/08/16;00:00:00;135.5500000;135.8100000;134.0000000;134.9500000;30188120
GAZP;D;01/09/16;00:00:00;135.0100000;135.8700000;134.2700000;134.9900000;21044270
GAZP;D;02/09/16;00:00:00;135.2900000;136.3500000;134.8000000;135.5500000;15665390
GAZP;D;05/09/16;00:00:00;136.0100000;137.1900000;135.7600000;136.0500000;23151350
GAZP;D;06/09/16;00:00:00;136.8600000;141.4000000;136.6100000;141.4000000;60243710
GAZP;D;07/09/16;00:00:00;141.8000000;143.4500000;141.4200000;143.0800000;49276530
GAZP;D;08/09/16;00:00:00;143.6100000;143.8300000;140.7700000;141.4500000;29096080
GAZP;D;09/09/16;00:00:00;140.8800000;140.8900000;138.5400000;138.5400000;24763060
GAZP;D;12/09/16;00:00:00;137.5000000;139.5900000;136.5300000;138.9300000;25944180
GAZP;D;13/09/16;00:00:00;138.7600000;139.7200000;138.0000000;138.4500000;16230720
GAZP;D;14/09/16;00:00:00;138.3600000;139.5700000;137.6400000;139.3500000;22805650
GAZP;D;15/09/16;00:00:00;139.2500000;139.2500000;136.5500000;137.6000000;24104480
GAZP;D;16/09/16;00:00:00;137.7000000;138.0000000;134.7300000;136.4700000;28895410
GAZP;D;19/09/16;00:00:00;136.8700000;138.1500000;136.1200000;136.5900000;16783020
GAZP;D;20/09/16;00:00:00;136.2000000;137.0200000;135.1800000;137.0000000;18088760
GAZP;D;21/09/16;00:00:00;137.2100000;137.4800000;135.5000000;136.2500000;15941150
GAZP;D;22/09/16;00:00:00;136.8600000;137.0500000;135.2300000;136.7000000;28973080
GAZP;D;23/09/16;00:00:00;136.2700000;137.8400000;135.2600000;136.7000000;29099120
GAZP;D;26/09/16;00:00:00;136.3800000;136.3900000;134.8000000;135.2600000;25528700
GAZP;D;27/09/16;00:00:00;135.5700000;135.5800000;133.8800000;133.9200000;24085290
GAZP;D;28/09/16;00:00:00;134.3600000;134.9000000;133.5700000;134.0900000;19232780
GAZP;D;29/09/16;00:00:00;135.4000000;136.8000000;135.0000000;135.3100000;23852960
GAZP;D;30/09/16;00:00:00;135.0000000;135.9500000;134.2600000;134.9000000;23620900
GAZP;D;03/10/16;00:00:00;135.1200000;136.6900000;134.8000000;135.3700000;19611020
GAZP;D;04/10/16;00:00:00;135.5100000;136.7500000;135.0500000;136.2300000;19654000
GAZP;D;05/10/16;00:00:00;136.3200000;136.3200000;134.2500000;134.8000000;21493240
GAZP;D;06/10/16;00:00:00;134.8000000;136.2400000;134.1000000;135.9000000;19679920
GAZP;D;07/10/16;00:00:00;135.8100000;136.7500000;135.2000000;136.1000000;20470490
GAZP;D;10/10/16;00:00:00;136.1700000;139.5000000;135.7500000;139.1000000;34393560
GAZP;D;11/10/16;00:00:00;139.1500000;139.8000000;138.1800000;138.9800000;32295790
GAZP;D;12/10/16;00:00:00;138.8300000;140.2300000;137.5500000;138.0700000;31957650
GAZP;D;13/10/16;00:00:00;137.7000000;137.8800000;136.5700000;137.4700000;15111600
GAZP;D;14/10/16;00:00:00;137.5700000;137.8600000;135.8300000;136.2000000;12920690
GAZP;D;17/10/16;00:00:00;136.0800000;136.4300000;135.3000000;135.5700000;14793980
GAZP;D;18/10/16;00:00:00;136.0100000;136.4600000;135.4100000;135.8100000;19026660
GAZP;D;19/10/16;00:00:00;136.1000000;136.1600000;134.7000000;135.4900000;11799010
GAZP;D;20/10/16;00:00:00;135.6900000;135.7400000;134.7000000;134.7200000;12383860
GAZP;D;21/10/16;00:00:00;135.1000000;135.3500000;133.9500000;134.9600000;15492890
GAZP;D;24/10/16;00:00:00;135.2000000;136.1400000;134.7500000;135.0500000;15300690
GAZP;D;25/10/16;00:00:00;135.2900000;135.9700000;134.8800000;135.3000000;15465450
GAZP;D;26/10/16;00:00:00;135.1100000;135.7000000;134.5500000;135.3200000;11927180
GAZP;D;27/10/16;00:00:00;135.3800000;135.6400000;134.6200000;135.0400000;12329090
GAZP;D;28/10/16;00:00:00;134.9900000;135.0400000;134.4000000;135.0000000;9968980
GAZP;D;31/10/16;00:00:00;136.3000000;139.4400000;136.1600000;138.8400000;42578620
GAZP;D;01/11/16;00:00:00;139.1500000;142.4400000;139.0100000;141.9800000;49393830
GAZP;D;02/11/16;00:00:00;141.4900000;143.6400000;140.0300000;140.8100000;43116430
GAZP;D;03/11/16;00:00:00;140.7200000;141.3000000;139.3000000;139.9000000;24853410
GAZP;D;07/11/16;00:00:00;140.5300000;140.9600000;138.5000000;138.5000000;23537810
GAZP;D;08/11/16;00:00:00;138.8100000;140.9800000;138.8100000;139.3200000;20823850
GAZP;D;09/11/16;00:00:00;138.0000000;145.6200000;137.5500000;145.6200000;78726330
GAZP;D;10/11/16;00:00:00;146.4500000;151.3000000;145.7500000;147.4000000;103024690
GAZP;D;11/11/16;00:00:00;147.5000000;149.5000000;145.7900000;147.8800000;45394160
GAZP;D;14/11/16;00:00:00;148.5700000;149.6700000;145.9600000;146.2600000;31632780
GAZP;D;15/11/16;00:00:00;146.5400000;148.0000000;145.6000000;145.9000000;23657610
GAZP;D;16/11/16;00:00:00;147.0300000;148.8000000;145.1400000;145.5000000;40872880
GAZP;D;17/11/16;00:00:00;145.8200000;147.7800000;145.3200000;147.7000000;28322110
GAZP;D;18/11/16;00:00:00;147.5100000;148.2900000;146.7400000;146.9600000;14636600
GAZP;D;21/11/16;00:00:00;147.6000000;149.8500000;147.6000000;149.6000000;26156510
GAZP;D;22/11/16;00:00:00;150.2100000;150.8300000;149.0600000;150.0000000;26476350
GAZP;D;23/11/16;00:00:00;150.2400000;150.3800000;148.5600000;149.4900000;19319250
GAZP;D;24/11/16;00:00:00;149.5300000;152.2500000;149.3500000;151.1100000;26207750
GAZP;D;25/11/16;00:00:00;150.9400000;151.6000000;149.5000000;151.3100000;17894050
GAZP;D;28/11/16;00:00:00;151.1400000;151.4800000;148.3900000;148.9400000;24390930
GAZP;D;29/11/16;00:00:00;148.8400000;149.4900000;147.3400000;147.7500000;21135180
GAZP;D;30/11/16;00:00:00;147.9900000;151.1200000;147.6000000;148.8000000;44322650
GAZP;D;01/12/16;00:00:00;149.5900000;153.7000000;149.5500000;152.8100000;57446800
GAZP;D;02/12/16;00:00:00;152.8000000;153.6400000;151.8000000;152.3500000;27070280
GAZP;D;05/12/16;00:00:00;152.1800000;153.9900000;152.0900000;153.7800000;35063240
GAZP;D;06/12/16;00:00:00;153.9200000;154.5500000;151.2700000;151.5000000;35477340
GAZP;D;07/12/16;00:00:00;151.5600000;152.6100000;150.9200000;151.9500000;23401680
GAZP;D;08/12/16;00:00:00;152.4800000;153.7000000;151.8900000;153.0500000;31360460
GAZP;D;09/12/16;00:00:00;153.5000000;153.8300000;152.1800000;152.9900000;26721530
GAZP;D;12/12/16;00:00:00;154.1800000;159.8200000;154.0300000;158.6300000;83754390
GAZP;D;13/12/16;00:00:00;158.3500000;159.2000000;157.7200000;158.9500000;43170440
GAZP;D;14/12/16;00:00:00;159.0100000;160.6200000;155.3000000;157.2000000;45516290
GAZP;D;15/12/16;00:00:00;155.7700000;158.3000000;155.7700000;158.2500000;52342400
GAZP;D;16/12/16;00:00:00;158.4800000;158.8800000;156.2000000;156.2000000;31667140
GAZP;D;19/12/16;00:00:00;157.1400000;157.7500000;154.6000000;154.6000000;17549250
GAZP;D;20/12/16;00:00:00;154.5500000;155.9500000;153.7600000;155.3000000;27856890
GAZP;D;21/12/16;00:00:00;155.4300000;156.7300000;153.0100000;153.0600000;22587980
GAZP;D;22/12/16;00:00:00;153.2100000;153.3400000;149.7200000;150.2700000;29725390
GAZP;D;23/12/16;00:00:00;150.2800000;151.1900000;147.2200000;149.0500000;24962550
GAZP;D;26/12/16;00:00:00;149.0000000;149.8600000;148.8000000;148.9500000;7009350
GAZP;D;27/12/16;00:00:00;149.0500000;151.0300000;149.0500000;150.3800000;9642840
GAZP;D;28/12/16;00:00:00;150.6000000;152.6000000;149.6000000;151.0000000;17016680
GAZP;D;29/12/16;00:00:00;150.7200000;153.2900000;149.9000000;152.6200000;14803850
GAZP;D;30/12/16;00:00:00;152.6400000;154.5500000;152.6000000;154.5500000;15709020
GAZP;D;03/01/17;00:00:00;154.4600000;158.2000000;154.1200000;157.7000000;24739730
GAZP;D;04/01/17;00:00:00;156.9900000;157.4400000;155.7600000;157.4400000;15488900
GAZP;D;05/01/17;00:00:00;157.2400000;158.7000000;153.1700000;154.0000000;25440490
GAZP;D;06/01/17;00:00:00;154.1200000;154.4700000;152.0500000;154.1000000;12306060
GAZP;D;09/01/17;00:00:00;154.2000000;155.5000000;153.3000000;154.4000000;12914820
GAZP;D;10/01/17;00:00:00;154.0100000;158.0200000;154.0000000;157.9700000;26095400
GAZP;D;11/01/17;00:00:00;157.5100000;158.5000000;155.8100000;157.0100000;20651880
GAZP;D;12/01/17;00:00:00;158.3000000;158.4800000;155.5300000;157.2500000;24015080
GAZP;D;13/01/17;00:00:00;157.4800000;158.3000000;155.7700000;157.9500000;23314640
GAZP;D;16/01/17;00:00:00;157.9800000;158.2000000;155.5800000;155.8100000;16946090
GAZP;D;17/01/17;00:00:00;155.8100000;156.5000000;153.0100000;153.6500000;25891620
GAZP;D;18/01/17;00:00:00;154.2000000;154.5900000;152.6500000;152.8600000;16206860
GAZP;D;19/01/17;00:00:00;153.3000000;153.5600000;148.2300000;150.8500000;41950940
GAZP;D;20/01/17;00:00:00;150.8100000;151.2000000;147.7000000;149.7000000;33215450
GAZP;D;23/01/17;00:00:00;149.8500000;149.8500000;147.1000000;148.1000000;22477970
GAZP;D;24/01/17;00:00:00;148.2500000;150.5000000;148.2500000;150.1500000;22349450
GAZP;D;25/01/17;00:00:00;150.2800000;150.8700000;147.1500000;147.6500000;30598170
GAZP;D;26/01/17;00:00:00;147.7100000;151.2800000;147.1600000;150.4900000;26458480
GAZP;D;27/01/17;00:00:00;150.3300000;154.5300000;149.9100000;154.0900000;37163920
GAZP;D;30/01/17;00:00:00;153.6800000;153.9000000;150.3500000;150.8000000;21526460
GAZP;D;31/01/17;00:00:00;150.5900000;151.4200000;149.1500000;149.8000000;28259280
GAZP;D;01/02/17;00:00:00;150.0500000;150.3800000;148.3200000;149.6500000;20765250
GAZP;D;02/02/17;00:00:00;149.8200000;150.4500000;148.1500000;148.8000000;20492720
GAZP;D;03/02/17;00:00:00;148.8500000;150.2000000;148.3700000;149.3500000;20814340
GAZP;D;06/02/17;00:00:00;149.3800000;149.7000000;147.6300000;148.5000000;22086970
GAZP;D;07/02/17;00:00:00;148.3000000;148.7000000;147.6000000;148.7000000;13840720
GAZP;D;08/02/17;00:00:00;148.2200000;148.2200000;143.9000000;145.2000000;64427740
GAZP;D;09/02/17;00:00:00;145.3400000;145.6000000;141.5700000;142.1100000;52175480
GAZP;D;10/02/17;00:00:00;142.6700000;143.1400000;140.5000000;140.5000000;41104060
GAZP;D;13/02/17;00:00:00;141.1100000;142.6700000;140.0200000;141.2000000;25967100
GAZP;D;14/02/17;00:00:00;141.2700000;141.4900000;139.8500000;140.6200000;20220020
GAZP;D;15/02/17;00:00:00;140.4500000;141.5000000;138.9200000;139.7200000;36920930
GAZP;D;16/02/17;00:00:00;139.9300000;140.3000000;138.0100000;139.1600000;33168350
GAZP;D;17/02/17;00:00:00;139.2600000;139.4200000;137.2300000;138.1200000;32101640
GAZP;D;20/02/17;00:00:00;138.5900000;140.1300000;137.4000000;138.5000000;24702920
GAZP;D;21/02/17;00:00:00;138.6000000;139.6000000;138.0000000;138.3500000;21680250
GAZP;D;22/02/17;00:00:00;138.6300000;138.7800000;136.0500000;136.6800000;27399460
GAZP;D;24/02/17;00:00:00;136.5100000;137.2000000;135.6000000;136.7500000;17160200
GAZP;D;27/02/17;00:00:00;137.1500000;137.4800000;135.0700000;135.0700000;24033800
GAZP;D;28/02/17;00:00:00;135.7000000;135.8900000;132.0000000;134.0000000;98572140
GAZP;D;01/03/17;00:00:00;133.4500000;134.9900000;133.0000000;133.8500000;38089190
GAZP;D;02/03/17;00:00:00;134.0500000;135.1000000;131.3000000;131.3000000;42646250
GAZP;D;03/03/17;00:00:00;131.1500000;134.9000000;130.6400000;134.8000000;39932510
GAZP;D;06/03/17;00:00:00;134.8400000;135.9700000;134.3200000;134.6000000;28037340
GAZP;D;07/03/17;00:00:00;135.1300000;135.1300000;131.9000000;132.8900000;28851710
GAZP;D;09/03/17;00:00:00;132.0500000;133.2600000;128.8100000;129.0000000;53078370
GAZP;D;10/03/17;00:00:00;129.2500000;130.8800000;127.8000000;128.7800000;33482710
GAZP;D;13/03/17;00:00:00;128.7000000;130.5500000;127.8200000;129.9300000;34286840
GAZP;D;14/03/17;00:00:00;130.0200000;131.3400000;128.3200000;128.8000000;39437470
GAZP;D;15/03/17;00:00:00;129.2300000;129.6900000;127.2000000;127.6000000;30974550
GAZP;D;16/03/17;00:00:00;128.4200000;129.3000000;127.6100000;128.0500000;51272510
GAZP;D;17/03/17;00:00:00;128.1300000;130.4200000;128.0100000;128.9400000;42848850
GAZP;D;20/03/17;00:00:00;129.3400000;130.1300000;128.0200000;128.7900000;30291150
GAZP;D;21/03/17;00:00:00;129.0200000;130.4200000;128.5100000;129.3000000;37858520
GAZP;D;22/03/17;00:00:00;129.0700000;131.6500000;128.9000000;131.6500000;36178550
GAZP;D;23/03/17;00:00:00;131.7900000;132.9400000;130.2200000;130.9900000;39340300
GAZP;D;24/03/17;00:00:00;130.7700000;131.4800000;129.7200000;130.0500000;20544290
GAZP;D;27/03/17;00:00:00;129.4500000;129.4700000;127.4100000;128.8000000;28915460
GAZP;D;28/03/17;00:00:00;129.0000000;129.6000000;128.1000000;129.2000000;23646730
GAZP;D;29/03/17;00:00:00;129.1300000;129.7800000;128.5500000;128.8100000;15784750
GAZP;D;30/03/17;00:00:00;129.1500000;129.9900000;128.2000000;128.4900000;28682860
GAZP;D;31/03/17;00:00:00;128.4900000;128.6400000;126.8000000;127.9000000;29052680
GAZP;D;03/04/17;00:00:00;128.0900000;128.5000000;127.0200000;127.2100000;19832730
GAZP;D;04/04/17;00:00:00;127.5500000;128.9000000;126.8000000;128.8100000;26293950
GAZP;D;05/04/17;00:00:00;128.8800000;131.2500000;128.8200000;130.6900000;34434130
GAZP;D;06/04/17;00:00:00;130.1800000;130.9300000;129.5500000;130.5000000;23581140
GAZP;D;07/04/17;00:00:00;129.7000000;129.8900000;127.8400000;128.7200000;27362790
GAZP;D;10/04/17;00:00:00;128.1000000;128.4000000;125.8100000;126.1600000;29799810
GAZP;D;11/04/17;00:00:00;125.9700000;127.6900000;125.5000000;126.0000000;32626680
GAZP;D;12/04/17;00:00:00;127.0600000;127.4500000;124.6200000;125.0500000;28702040
GAZP;D;13/04/17;00:00:00;125.6500000;125.9500000;123.5000000;124.5400000;42139090
GAZP;D;14/04/17;00:00:00;124.2700000;124.3700000;122.6300000;122.8500000;14689130
GAZP;D;17/04/17;00:00:00;123.0100000;124.0300000;122.2500000;123.7000000;21595230
GAZP;D;18/04/17;00:00:00;124.0900000;124.3900000;122.0300000;122.2200000;22081750
GAZP;D;19/04/17;00:00:00;122.3600000;123.1500000;121.2500000;121.5500000;28911230
GAZP;D;20/04/17;00:00:00;121.3000000;121.9900000;120.5500000;121.9900000;32955940
GAZP;D;21/04/17;00:00:00;122.1500000;123.6400000;122.1300000;123.0000000;29465300
GAZP;D;24/04/17;00:00:00;123.5600000;128.4000000;123.3800000;128.0000000;66751830
GAZP;D;25/04/17;00:00:00;128.5000000;131.7500000;127.9800000;130.2000000;57382670
GAZP;D;26/04/17;00:00:00;130.1900000;134.0000000;130.0100000;133.4300000;57635150
GAZP;D;27/04/17;00:00:00;133.3700000;136.6000000;132.2200000;133.4100000;99542840
GAZP;D;28/04/17;00:00:00;136.0000000;137.7700000;135.0500000;136.7500000;52186090
GAZP;D;02/05/17;00:00:00;137.2500000;138.4300000;136.2800000;136.5200000;33809990
GAZP;D;03/05/17;00:00:00;136.4500000;138.0900000;135.1000000;135.8100000;33129650
GAZP;D;04/05/17;00:00:00;135.8900000;136.4100000;134.3000000;134.9300000;31945660
GAZP;D;05/05/17;00:00:00;133.7000000;134.9400000;132.9100000;134.4100000;26216280
GAZP;D;10/05/17;00:00:00;134.9800000;135.4300000;133.5100000;134.1900000;23714000
GAZP;D;11/05/17;00:00:00;134.5700000;134.7500000;130.3700000;131.1000000;36600410
GAZP;D;12/05/17;00:00:00;131.4100000;132.5000000;130.2000000;132.5000000;23886540
GAZP;D;15/05/17;00:00:00;132.7900000;133.9200000;129.2800000;131.5000000;46356520
GAZP;D;16/05/17;00:00:00;131.4100000;133.0700000;130.2700000;131.1300000;22519330
GAZP;D;17/05/17;00:00:00;130.9700000;132.1800000;130.6000000;132.0700000;17611290
GAZP;D;18/05/17;00:00:00;131.3700000;132.8400000;125.8500000;126.9000000;80113110
GAZP;D;19/05/17;00:00:00;127.3000000;127.4000000;124.0000000;124.1900000;57664570
GAZP;D;22/05/17;00:00:00;124.4900000;124.4900000;122.1700000;122.5200000;39193160
GAZP;D;23/05/17;00:00:00;122.5800000;123.7100000;121.9600000;123.2300000;34369260
GAZP;D;24/05/17;00:00:00;123.3000000;123.6700000;120.9200000;122.0000000;32248550
GAZP;D;25/05/17;00:00:00;122.3200000;122.4700000;120.7500000;121.6100000;24546840
GAZP;D;26/05/17;00:00:00;121.4000000;122.2000000;120.5400000;122.2000000;22646890
GAZP;D;29/05/17;00:00:00;122.4100000;123.8300000;122.1100000;123.1100000;24470000
GAZP;D;30/05/17;00:00:00;122.7200000;122.9100000;121.7900000;122.1000000;16057320
GAZP;D;31/05/17;00:00:00;122.2500000;122.7800000;119.4000000;120.2800000;55389010
GAZP;D;01/06/17;00:00:00;120.2900000;120.9800000;117.2400000;118.0000000;48558490
GAZP;D;02/06/17;00:00:00;117.8000000;119.6900000;116.5500000;119.6900000;38260450
